Transaction_ID,Description,Amount,Frequency,Price_Change_Pct,Income_Bracket,Category
b74d0155-f7b9-43cb-94de-4b3bd5363307,Monthly Sub,13.04,First_Txn,0.0,High,Entertainment
ea22e717-9689-4039-91aa-5047ca4b3fd3,Streaming Service,13.43,Irregular,0.029907975460122745,High,Entertainment
9fb30782-8ce9-413a-932e-499344d162dd,Streaming Service,13.7,Irregular,0.02010424422933727,High,Entertainment
a6bba083-8499-467b-9154-7aab5e649384,Streaming Service,13.57,Irregular,-0.00948905109489044,High,Entertainment
3e7722ff-cd5b-4ce7-b231-5d285ae076b3,Monthly Sub,13.29,Irregular,-0.020633750921149677,High,Entertainment
e8eae847-80dc-45f9-b6f1-00347bcc3cdc,Streaming Service,13.87,Irregular,0.04364183596689241,High,Entertainment
141e8afb-4d02-45d7-b1eb-b2639dbd7c7b,Monthly Sub,13.75,Irregular,-0.008651766402307082,High,Entertainment
e7cd4e2e-246b-4fb2-9119-d0aa638e2b69,Streaming Service,13.92,Monthly,0.012363636363636358,High,Entertainment
7a4dbe12-08bb-42a7-86e5-51c42998a0e1,Monthly Sub,13.34,Irregular,-0.04166666666666667,High,Entertainment
f3b67393-e494-4117-8fca-585c281efe1a,Monthly Sub,13.59,Irregular,0.018740629685157422,High,Entertainment
76fcad3e-76bb-47df-8f82-516ea0743ee1,Streaming Service,13.68,Irregular,0.00662251655629138,High,Entertainment
82f2c58a-7325-419a-8bb4-796a77852750,Monthly Sub,13.84,Irregular,0.01169590643274855,High,Entertainment
45495845-f9fd-474b-a38b-a419dd6385c5,Monthly Sub,13.54,Irregular,-0.021676300578034734,High,Entertainment
5ccad7da-cdcd-421a-8ce2-cf51d54ea6df,Data Plan,63.36,First_Txn,0.0,High,Utilities
31b05d0a-b29e-456d-bdd3-0bae2ef2ff81,Phone Bill,51.76,Irregular,-0.1830808080808081,High,Utilities
40e76625-34bc-48ad-afc8-0377660e96aa,Phone Bill,58.7,Irregular,0.13408037094281308,High,Utilities
a41ae14e-e036-4597-8047-5c3aa290510c,Data Plan,48.3,Irregular,-0.17717206132879054,High,Utilities
4f92a4a2-3fd0-43da-9fd5-4708f8ac7073,Data Plan,48.62,Irregular,0.006625258799171849,High,Utilities
69ada784-d23f-4c54-a02c-4900ef5f68e8,Data Plan,49.32,Irregular,0.014397367338543868,High,Utilities
e935d3d8-7689-41f2-95e6-4a4587e13d97,Phone Bill,49.46,Weekly,0.002838605028386062,High,Utilities
f6576d06-7c7d-410f-abd8-99c5cae2b73d,Subway Token,6.53,First_Txn,0.0,High,Transport
80938fa0-2e6a-4eea-aeb1-dd54cd2892c2,Ride Share,4.78,Irregular,-0.2679938744257274,High,Transport
6f743db7-301b-4cda-9b79-989813065273,Subway Token,6.58,Irregular,0.3765690376569037,High,Transport
b812a8d2-79f7-4fbf-8dfc-440d047e6569,Ride Share,9.04,Irregular,0.3738601823708205,High,Transport
ba06f48f-7e4e-47a8-be0a-2fe8d6306e54,Subway Token,5.3,Irregular,-0.413716814159292,High,Transport
3e822a8a-01f9-4976-bc19-d74d3fdd653f,Bus Fare,3.31,Irregular,-0.3754716981132075,High,Transport
ba967a77-27af-4581-a963-1e9fc8715f2d,Bus Fare,7.58,Irregular,1.2900302114803623,High,Transport
ccff035a-b95b-40d7-8195-ed1c9f22a3c0,Subway Token,6.23,Irregular,-0.1781002638522427,High,Transport
23de7bc4-8369-4225-9e66-ba15a03f4ede,Subway Token,6.39,Monthly,0.02568218298555365,High,Transport
0b448748-8bac-4f36-8a79-e6b26bc26a9c,Bus Fare,5.01,Monthly,-0.21596244131455397,High,Transport
f4bc1ee2-686b-4033-bee8-f9620a0cc66e,Ride Share,4.86,Irregular,-0.029940119760478938,High,Transport
a7d91db5-c538-46d9-b75c-9445cf3a0de6,Subway Token,6.65,Irregular,0.3683127572016461,High,Transport
cecf9079-2998-4b65-bbc3-c73cb438bea5,Bus Fare,8.65,Irregular,0.3007518796992481,High,Transport
fbdf0dbb-5a2b-4ac1-a288-347bcce9fd5b,Subway Token,4.34,Irregular,-0.49826589595375725,High,Transport
359031a1-4107-42bc-9934-f7972c844547,Monthly Dues,45.0,First_Txn,0.0,High,Health
51a4d39a-a9c4-4fbe-857e-1b794b03e922,Gym Membership,45.0,Irregular,0.0,High,Health
f9dd298f-17cb-4c89-903a-6204fb0d7499,Gym Membership,45.0,Irregular,0.0,High,Health
efae4656-a831-49c6-8bac-b7be2286000e,Gym Membership,45.0,Irregular,0.0,High,Health
505d5b78-15fb-4747-887d-83d2ff5186f4,Gym Membership,45.0,Irregular,0.0,High,Health
4809c053-f03a-479d-91cc-7ea21803ff08,Monthly Dues,45.0,Weekly,0.0,High,Health
4386dd95-58a6-43aa-8fd8-50c91486dcde,Monthly Dues,45.0,Irregular,0.0,High,Health
d718c4f4-ce84-48f9-b566-7d531e73ccd9,Monthly Dues,45.0,Irregular,0.0,High,Health
c92a9223-488d-4c15-900d-76adbbee636a,Gym Membership,45.0,Monthly,0.0,High,Health
04bfe6b7-a1e4-4423-9804-a80baa3ef897,Gym Membership,45.0,Irregular,0.0,High,Health
80f15f60-6290-4c62-a6f5-1d8a7494dde0,Gym Membership,45.0,Monthly,0.0,High,Health
605ed652-ef69-4c6a-93a3-a613b45e7f32,Monthly Dues,45.0,Irregular,0.0,High,Health
